name,bus,carrier,p_set,q_set,psse_bus,psse_bus_name,aggregated
47004-LD,47004,AC,9.97,-0.49,47004,RICHMOND,False
47402-I,47402,AC,9.13,1.43,47402,RINAWADE,False
49001-I,49001,AC,2.29,0.7,49001,SHELTON ABBE,False
49504-LD,49504,AC,13.57,-2.87,49504,SALTHILL,False
49604-LD,49604,AC,19.42,-0.41,49604,SHANKILL,False
49804-LD,49804,AC,19.6,-1.31,49804,HY_SLIGO,False
50004-LD,50004,AC,10.97,-0.23,50004,SOMERSET,False
50301-LD,50301,AC,3.49,-0.73,50301,STEPHENSTOWN,False
50604-LD,50604,AC,5.91,-0.01,50604,STRATFORD,False
50901-LD,50901,AC,4.83,-0.22,50901,SINGLAND,False
51101-I,51101,AC,18.96,1.2,51101,SNUGBOROUGH,False
51103-I,51103,AC,33.93,2.15,51103,SNUGBOROUGH,False
51301-LD,51301,AC,3.49,-0.39,51301,TANEY,False
51801-LD,51801,AC,6.22,0.0,51801,TRABEG,False
51804-I,51804,AC,5.58,1.8,51804,TRABEG,False
51804-LD,51804,AC,20.61,3.79,51804,TRABEG,False
52204-LD,52204,AC,3.79,1.6,52204,TULABRACK,False
52301-LD,52301,AC,5.47,-1.0,52301,TRINITY,False
52604-LD,52604,AC,6.36,-0.88,52604,TRIEN,False
52804-LD,52804,AC,15.05,-3.31,52804,TRALEE,False
53004-LD,53004,AC,10.39,-2.22,53004,THURLES,False
53204-LD,53204,AC,11.5,2.67,53204,THORNSBERRY,False
53302-I,53302,AC,27.72,3.95,53302,YELLOWMEADOW,False
53404-LD,53404,AC,7.07,0.81,53404,TONROE,False
53604-LD,53604,AC,6.27,1.12,53604,TRILLICK,False
53804-LD,53804,AC,10.5,1.29,53804,TIPPERARY,False
54404-LD,54404,AC,20.94,0.86,54404,HY_WATERFORD,False
54801-I,54801,AC,9.0,5.1,54801,WHITEGATE,False
55002-LD,55002,AC,3.08,-0.58,55002,WEXFORD,False
55004-LD,55004,AC,16.93,-0.79,55004,PV_WEXFORD,False
55201-LD,55201,AC,8.97,3.63,55201,WOLFE TONE,False
70030-NI,70030,AC,6.44,0.92,70030,AGHY3-,False
70130-NI,70130,AC,9.01,1.28,70130,AIRP,False
70330-NI,70330,AC,15.07,3.06,70330,ANTR3-,False
70513-HL,70513,AC,0.94,0.31,70513,BAFD_GA,False
70514-HL,70514,AC,0.94,0.31,70514,BAFD_GB,False
70515-HL,70515,AC,0.94,0.31,70515,BAFD_GC,False
70516-HL,70516,AC,0.94,0.31,70516,BAFD_GD,False
71031-NI,71031,AC,9.57,1.36,71031,BAME3T,False
71032-NI,71032,AC,9.48,1.35,71032,BAME3R,False
71530-NI,71530,AC,13.79,1.97,71530,BANB3-,False
72530-NI,72530,AC,19.86,2.83,72530,BNCH3-,False
74030-NI,74030,AC,12.4,1.77,74030,CARN3-,False
74730-NI,74730,AC,14.7,2.09,74730,CENT3-,False
75030-NI,75030,AC,13.43,1.91,75030,COLE3-,False
75515-HL,75515,AC,1.57,0.52,75515,GEN_COOL,False
75516-HL,75516,AC,0.94,0.31,75516,GEN_COOL,False
75530-I,75530,AC,19.95,6.5,75530,COOL3,False
75530-NI,75530,AC,11.15,1.59,75530,COOL3,False
75830-NI,75830,AC,20.97,2.99,75830,CREA3,False
76031-NI,76031,AC,21.22,3.02,76031,CREG3A,False
76531-NI,76531,AC,15.05,2.14,76531,DONE3AS,False
76532-NI,76532,AC,12.8,1.82,76532,DONE3N,False
77030-NI,77030,AC,27.71,3.95,77030,DRUM3-,False
77530-NI,77530,AC,31.03,4.42,77530,DUNG3-,False
78030-NI,78030,AC,15.45,2.2,78030,DUNM3-,False
78530-NI,78530,AC,11.89,1.7,78530,EDEN3-,False
79030-NI,79030,AC,18.87,2.69,79030,ENNK3-,False
80030-NI,80030,AC,10.01,1.43,80030,FINY3-,False
80531-NI,80531,AC,6.13,0.87,80531,GLEN3-,False
82001-HL,82001,AC,3.76,1.24,82001,KILRG1-,False
82002-HL,82002,AC,3.76,1.24,82002,KILRG2-,False
82530-NI,82530,AC,14.0,2.0,82530,KNCK3A,False
83030-NI,83030,AC,15.27,2.17,83030,LARN3-,False
83530-NI,83530,AC,7.47,1.06,83530,LIMA3-,False
84030-NI,84030,AC,22.45,3.2,84030,LISB3-,False
84430-NI,84430,AC,12.2,2.48,84430,LSMR3-,False
84530-NI,84530,AC,13.07,2.65,84530,LOGE3-,False
86330-NI,86330,AC,13.97,1.99,86330,NARD3-,False
86530-NI,86530,AC,24.36,3.47,86530,NEWY3-,False
87530-NI,87530,AC,19.29,2.75,87530,OMAH3-,False
88030-NI,88030,AC,17.97,2.56,88030,RATH3-,False
88530-NI,88530,AC,11.99,1.71,88530,ROSE3-,False
89330-NI,89330,AC,10.81,1.54,89330,SPRN3-,False
89530-NI,89530,AC,13.7,1.95,89530,STRA3-,False
90530-NI,90530,AC,21.6,3.08,90530,WARN3-,False
