name,v_nom,x,y,v_mag_pu_set,control,generator,sub_network,psse_name,station,psse_type,area,zone,jurisdiction,v_ang_psse,coordinate_source,has_coordinates
1691,110.0,-6.2060635,53.2702392,1.00672,PQ,,0,CENTRAL PARK,CENTRAL PARK,1.0,11.0,11.0,IE,2.9927,geocoded,True
1701,110.0,-8.1769822,54.4987533,1.02794,PQ,17073-3,0,CATH_FALL,CATH_FALL,1.0,1.0,1.0,IE,1.1079,geocoded,True
1711,110.0,-6.2276046,53.4030295,1.01902,PQ,,0,CROMCASTLE,CROMCASTLE,1.0,11.0,11.0,IE,3.0737,geocoded,True
1721,110.0,-7.8984212,52.3769959,1.00594,PQ,,0,CAHIR,CAHIR,1.0,8.0,8.0,IE,6.7418,geocoded,True
1731,110.0,-6.2276046,53.4030295,1.01902,PQ,,0,CROMCASTLE,CROMCASTLE,1.0,11.0,11.0,IE,3.0737,geocoded,True
1741,110.0,-6.1967385,53.2562454,1.00647,PQ,,0,CARRICKMINES,CARRICKMINES,1.0,11.0,11.0,IE,3.0217,geocoded,True
1742,220.0,-6.1967385,53.2562454,1.00131,PQ,,0,CARRICKMINES,CARRICKMINES,1.0,11.0,11.0,IE,3.8205,geocoded,True
1751,110.0,-9.0797175,52.0059847,1.00075,PQ,,0,COOMNACLOHY,COOMNACLOHY,1.0,5.0,5.0,IE,9.91,neighbour mean,False
1761,110.0,-8.1042024,54.4875201,1.02796,PQ,,0,CLIFF,CLIFF,1.0,1.0,1.0,IE,1.1075,geocoded,True
1781,110.0,-9.0544843,52.6298482,0.99946,PQ,,0,CASTLEFARM,CASTLEFARM,1.0,5.0,5.0,IE,11.8664,geocoded,True
1791,110.0,-7.1605331,53.1531424,1.03443,PQ,,0,BRACKLONE,BRACKLONE,1.0,11.0,11.0,IE,2.2403,geocoded,True
1801,110.0,-6.3781277,53.2931796,1.00234,PQ,,0,COOKSTOWN,COOKSTOWN,1.0,11.0,11.0,IE,2.745,geocoded,True
1810,110.0,-6.2241754,53.407848,0.98622,PQ,,0,DARNDALE,DARNDALE,1.0,11.0,11.0,IE,0.7153,geocoded,True
1811,110.0,-6.4497145,53.3179126,0.99448,PQ,,0,CLUTTERLAND,CLUTTERLAND,1.0,11.0,11.0,IE,-2.25,geocoded,True
1821,110.0,-8.8482757,53.4834794,1.05505,PQ,,0,CLOON,CLOON,1.0,2.0,2.0,IE,5.382,geocoded,True
1831,110.0,-9.5853139,53.3804345,1.07685,PQ,,0,SCREEB,SCREEB,1.0,2.0,2.0,IE,5.2229,geocoded,True
1841,110.0,-6.5144397,52.5323772,1.02739,PQ,,0,CRANE,CRANE,1.0,9.0,9.0,IE,6.8555,geocoded,True
1851,110.0,-6.1567888,53.2433051,1.00636,PQ,,0,CHERRYWOOD,CHERRYWOOD,1.0,11.0,11.0,IE,2.9912,geocoded,True
1861,110.0,-8.1088425,53.9373054,1.04662,PQ,,0,CARRICK ON S,CARRICK ON S,1.0,3.0,3.0,IE,2.9482,geocoded,True
1871,110.0,-6.3761003,53.4105364,0.99722,PQ,,0,COLLEGE PARK,COLLEGE PARK,1.0,11.0,11.0,IE,0.7479,geocoded,True
1881,110.0,-8.6941349,52.3301844,1.02264,PQ,,0,CHARLEVILLE,CHARLEVILLE,1.0,5.0,5.0,IE,7.8188,geocoded,True
1901,110.0,-6.8445771,52.8325066,1.04436,PQ,,0,CARLOW,CARLOW,1.0,9.0,9.0,IE,4.9703,geocoded,True
1911,110.0,-7.9745082,53.4230436,1.04423,PQ,,0,CUILLEEN,CUILLEEN,1.0,3.0,3.0,IE,2.9755,neighbour mean,False
1921,110.0,-8.3012481,51.8651043,1.00664,PQ,,0,COW CROSS,COW CROSS,1.0,10.0,10.0,IE,10.4506,geocoded,True
1931,110.0,-8.6491987,54.1111523,1.05889,PQ,19317-XX,0,CUNGHILL,CUNGHILL,1.0,2.0,2.0,IE,3.3875,geocoded,True
1941,110.0,-7.0847828,53.2891013,1.03585,PQ,,0,CUSHALING,CUSHALING,1.0,11.0,11.0,IE,1.4449,geocoded,True
1951,110.0,-9.5059925,53.8093444,1.05537,PQ,,0,CARROWBEG,CARROWBEG,1.0,2.0,2.0,IE,5.5413,geocoded,True
1961,110.0,-8.3704585,51.9009511,1.00666,PQ,,0,CASTLEVIEW,CASTLEVIEW,1.0,10.0,10.0,IE,10.0946,geocoded,True
1971,110.0,-9.311485,51.9385387,1.00177,PQ,,0,COOMAGEARLAH,COOMAGEARLAH,1.0,5.0,5.0,IE,9.8511,geocoded,True
1981,110.0,-7.7446161,54.1527414,1.02647,PQ,,0,CORRACLASSY,CORRACLASSY,1.0,1.0,1.0,IE,0.6356,geocoded,True
1991,110.0,-6.6343018,52.5904745,1.02472,PQ,,0,CASTLEDOCKRE,CASTLEDOCKRE,1.0,9.0,9.0,IE,7.1765,geocoded,True
2001,110.0,-7.2796709,52.2493148,1.01083,PQ,,0,CULLENAGH,CULLENAGH,1.0,12.0,12.0,IE,9.0708,geocoded,True
2002,220.0,-7.2796709,52.2493148,1.0029,PQ,,0,CULLENAGH,CULLENAGH,1.0,12.0,12.0,IE,10.8778,geocoded,True
2011,110.0,-7.2138473,53.3581344,1.03053,PQ,,0,CORBETSTOWN,CORBETSTOWN,1.0,11.0,11.0,IE,0.602,neighbour mean,False
2021,110.0,-6.4163263,53.2892499,1.00299,PQ,,0,CITY WEST,CITY WEST,1.0,11.0,11.0,IE,-0.7768,geocoded,True
2041,110.0,-6.3649353,53.4193712,0.99736,PQ,,0,CORDUFF,CORDUFF,1.0,11.0,11.0,IE,0.8047,geocoded,True
2042,220.0,-6.3649353,53.4193712,1.00042,PQ,,0,CORDUFF,CORDUFF,1.0,11.0,11.0,IE,4.5599,geocoded,True
2052,220.0,-6.3649353,53.4193712,1.00042,PQ,,0,CORDUFFB,CORDUFFB,1.0,11.0,11.0,IE,4.5599,geocoded,True
2061,110.0,-8.3695668,51.8268181,1.01009,PQ,,0,CASTLETREASU,CASTLETREASU,1.0,10.0,10.0,IE,10.5322,neighbour mean,False
2072,220.0,-6.3817801,53.4146281,1.0,PQ,20771-1,0,CRUISERATH,CRUISERATH,1.0,11.0,11.0,IE,4.5665,geocoded,True
2090,110.0,-9.174368900000001,53.321867600000004,1.05575,PQ,,0,KNOCKRANNY A,KNOCKRANNY A,1.0,2.0,2.0,IE,6.2466,neighbour mean,False
2091,110.0,-9.289752,53.3598717,1.07372,PQ,,0,KNOCKRANNY,KNOCKRANNY,1.0,2.0,2.0,IE,5.6768,geocoded,True
2101,110.0,-6.4237884,54.0053368,1.02943,PQ,,0,DUNDALK,DUNDALK,1.0,7.0,7.0,IE,2.2174,geocoded,True
2111,110.0,-9.3355257,53.3536722,1.05583,PQ,,0,UGGOOL,UGGOOL,1.0,2.0,2.0,IE,6.2458,geocoded,True
2121,110.0,-8.8613742,52.7239924,1.0369,PQ,,0,DRUMLINE,DRUMLINE,1.0,4.0,4.0,IE,7.0724,geocoded,True
2131,110.0,-9.2344983,52.4434711,1.04742,PQ,,0,DROMADA,DROMADA,1.0,5.0,5.0,IE,8.7777,geocoded,True
2141,110.0,-7.6536881,52.1082836,1.01111,PQ,,0,DUNGARVAN,DUNGARVAN,1.0,12.0,12.0,IE,8.9137,geocoded,True
2151,110.0,-9.535199899999999,52.43461295,1.03664,PQ,,0,DROMBEG,DROMBEG,1.0,5.0,5.0,IE,8.3898,neighbour mean,False
2161,110.0,-7.6676498,52.3836007,1.00096,PQ,,0,DOON,DOON,1.0,8.0,8.0,IE,6.8806,geocoded,True
2171,110.0,-9.2491169,53.3058138,1.07458,PQ,,0,KNOCKALOUGH,KNOCKALOUGH,1.0,2.0,2.0,IE,5.6685,geocoded,True
2181,110.0,-6.4010215,53.7247696,1.00451,PQ,,0,DRYBRIDGE,DRYBRIDGE,1.0,7.0,7.0,IE,1.9331,geocoded,True
2191,110.0,-6.3878298,53.7067579,1.0016,PQ,,0,DONORE,DONORE,1.0,7.0,7.0,IE,2.0643,neighbour mean,False
2202,220.0,-6.6881005,53.1543743,1.022,PQ,,0,DUNSTOWN,DUNSTOWN,1.0,11.0,11.0,IE,3.8356,geocoded,True
2204,380.0,-6.6881005,53.1543743,1.04234,PQ,,0,DUNSTOWN,DUNSTOWN,1.0,11.0,11.0,IE,5.4037,geocoded,True
2211,110.0,-6.5394499,52.3403641,1.03127,PQ,,0,DENNISTOWN,DENNISTOWN,1.0,9.0,9.0,IE,7.1863,neighbour mean,False
2212,220.0,-6.6881005,53.1543743,1.04234,PQ,,0,DUNSTOWN,DUNSTOWN,1.0,11.0,11.0,IE,5.4037,geocoded,True
2221,110.0,-9.0897487,51.7232312,1.01649,PQ,,0,DUNMANWAY,DUNMANWAY,1.0,6.0,6.0,IE,8.9949,geocoded,True
2225,110.0,-9.0897487,51.7232312,1.01649,PQ,,0,DUNMANWAY,DUNMANWAY,1.0,6.0,6.0,IE,8.9949,geocoded,True
2231,110.0,-8.5499195,53.0367354,1.04285,PQ,,0,DERRYBRIEN,DERRYBRIEN,1.0,4.0,4.0,IE,5.5668,neighbour mean,False
2241,110.0,-7.928076,53.1259869,1.03766,PQ,,0,DALLOW,DALLOW,1.0,8.0,8.0,IE,3.9355,geocoded,True
2251,110.0,-6.2342099,53.4212033,1.01896,PQ,,0,DARDISTOWN,DARDISTOWN,1.0,11.0,11.0,IE,3.0847,geocoded,True
2261,110.0,-7.2138473,53.3581344,1.03053,PQ,,0,DERRYIRON,DERRYIRON,1.0,11.0,11.0,IE,0.6021,geocoded,True
2271,110.0,-8.0377635,53.2710643,1.03703,PQ,,0,DERRYLAHAN,DERRYLAHAN,1.0,3.0,3.0,IE,4.3385,neighbour mean,False
2281,110.0,-9.2692746,53.8665266,1.05658,PQ,,0,DALTON_A1,DALTON_A1,1.0,2.0,2.0,IE,5.7922,neighbour mean,False
2301,110.0,-6.8293304,53.3880882,1.01924,PQ,,0,DUNFIRTH,DUNFIRTH,1.0,11.0,11.0,IE,0.0611,geocoded,True
2312,220.0,-6.5697981,53.4746308,1.05059,PQ,,0,DERRYGREENAG,DERRYGREENAG,1.0,11.0,11.0,IE,6.9642,neighbour mean,False
2321,110.0,-7.7722302,54.8631648,1.03531,PQ,,0,DRUMKEEN,DRUMKEEN,1.0,1.0,1.0,IE,-1.5423,geocoded,True
2331,110.0,-9.289752,53.3598717,1.07375,PQ,,0,FERRY VIEW,FERRY VIEW,1.0,2.0,2.0,IE,5.6765,neighbour mean,False
2341,110.0,-8.6163685,52.7049873,1.03242,PQ,,0,CAHERHURLY,CAHERHURLY,1.0,4.0,4.0,IE,7.8007,neighbour mean,False
2351,110.0,-6.5259745,52.5557691,1.02642,PQ,,0,EFFERNOGE,EFFERNOGE,1.0,9.0,9.0,IE,6.9641,neighbour mean,False
2361,110.0,-8.9358728,52.860201,1.04603,PQ,,0,ENNIS,ENNIS,1.0,4.0,4.0,IE,6.6466,geocoded,True
2391,110.0,-7.8209426,52.5172741,1.00336,PQ,,0,KILL HILL,KILL HILL,1.0,8.0,8.0,IE,6.0546,geocoded,True
2401,110.0,-7.2520289,53.262337,1.03756,PQ,,0,MOUNT LUCAS,MOUNT LUCAS,1.0,11.0,11.0,IE,1.0268,geocoded,True
2421,110.0,-6.4476689,53.3238429,0.99441,PQ,,0,CORKAGH,CORKAGH,1.0,11.0,11.0,IE,-2.277,geocoded,True
2441,110.0,-6.375773049999999,53.5657691,1.00046,PQ,24471-1,0,BELLEWSTOWN,BELLEWSTOWN,1.0,7.0,7.0,IE,2.6987,neighbour mean,False
2481,110.0,-6.1967385,53.2562454,1.00135,PQ,,0,FASS EAST,FASS EAST,1.0,11.0,11.0,IE,2.7524,neighbour mean,False
2491,110.0,-6.1967385,53.2562454,1.00141,PQ,,0,FASS WEST,FASS WEST,1.0,11.0,11.0,IE,2.7597,neighbour mean,False
2521,110.0,-8.1238358,53.9116793,1.04764,PQ,,0,FLAGFORD,FLAGFORD,1.0,2.0,2.0,IE,3.0518,geocoded,True
2522,220.0,-8.1238358,53.9116793,1.039,PQ,,0,FLAGFORD,FLAGFORD,1.0,2.0,2.0,IE,4.4655,geocoded,True
2541,110.0,-6.2623108,53.3357725,1.02115,PQ,,0,FRN ST A,FRN ST A,1.0,11.0,11.0,IE,0.9591,neighbour mean,False
2551,110.0,-6.319565450000001,53.33946485,1.01201,PQ,,0,FRN ST B,FRN ST B,1.0,11.0,11.0,IE,0.9901,neighbour mean,False
2561,110.0,-6.3257744,53.4124627,1.00794,PQ,,0,FIN_URBAN,FIN_URBAN,1.0,11.0,11.0,IE,3.4988,geocoded,True
2562,220.0,-6.3149241,53.4055029,1.0,PQ,,0,FINGLAS,FINGLAS,1.0,11.0,11.0,IE,4.6874,geocoded,True
2563,220.0,-6.3149241,53.4055029,1.0,PQ,,0,FINGLAS220B,FINGLAS220,1.0,11.0,11.0,IE,4.6874,geocoded,True
2571,110.0,-6.3149241,53.4055029,1.01811,PQ,,0,FIN_RURAL,FIN_RURAL,1.0,11.0,11.0,IE,3.1697,geocoded,True
2581,110.0,-6.3956127,53.41237275,0.99743,PQ,,0,FINGLAS B5,FINGLAS B5,1.0,11.0,11.0,IE,0.7363,neighbour mean,False
2591,110.0,-6.4171604,53.2829452,1.00275,PQ,,0,FORTUNESTOWN,FORTUNESTOWN,1.0,11.0,11.0,IE,-0.787,geocoded,True
2601,110.0,-9.088614100000001,54.1143034,1.07486,PQ,,0,FIRLOUGH,FIRLOUGH,1.0,2.0,2.0,IE,4.3689,neighbour mean,False
2641,110.0,-6.5394499,52.3403641,1.03183,PQ,,0,GRAHOMICK,GRAHOMICK,1.0,9.0,9.0,IE,7.1714,neighbour mean,False
2651,110.0,-7.342814,52.7988347,1.03759,PQ,,0,GARRINTAGGAR,GARRINTAGGAR,1.0,3.0,3.0,IE,4.425,neighbour mean,False
2661,110.0,-8.1924874,54.1504588,1.04025,PQ,,0,AGHALEAGUE,AGHALEAGUE,1.0,1.0,1.0,IE,2.8231,neighbour mean,False
2671,110.0,-8.1924874,54.1504588,1.04025,PQ,,0,GARVAGH,GARVAGH,1.0,1.0,1.0,IE,2.8231,geocoded,True
2681,110.0,-7.9859944,53.9144475,1.04475,PQ,,0,GILRA,GILRA,1.0,3.0,3.0,IE,2.8603,geocoded,True
2691,110.0,-6.4586834,53.6572305,1.00284,PQ,,0,GARBALLAGH,GARBALLAGH,1.0,7.0,7.0,IE,2.4191,geocoded,True
2701,110.0,-6.2384064,53.4677716,1.0124,PQ,,0,GLASMORE,GLASMORE,1.0,11.0,11.0,IE,2.5709,geocoded,True
2712,220.0,-9.38132925,52.5843407,1.04117,PQ,,0,GLANSILLAGH,GLANSILLAGH,1.0,5.0,5.0,IE,8.7616,neighbour mean,False
2721,110.0,-6.5644585,53.3435573,1.02103,PQ,,0,GRIFFINRATH,GRIFFINRATH,1.0,11.0,11.0,IE,1.4558,geocoded,True
2731,110.0,-9.3067693,51.925463,1.00179,PQ,27361-XX,0,GLANLEE,GLANLEE,1.0,5.0,5.0,IE,9.8504,geocoded,True
2741,110.0,-6.99172,52.2815845,1.01316,PQ,,0,GREAT ISLAND,GREAT ISLAND,1.0,9.0,9.0,IE,9.3309,geocoded,True
2742,220.0,-6.99172,52.2815845,1.0,PQ,27474-1,0,GREAT ISLAND,GREAT ISLAND,1.0,9.0,9.0,IE,11.2025,geocoded,True
2761,110.0,-6.1520925,53.3996226,1.01889,PQ,,0,GRANGE,GRANGE,1.0,11.0,11.0,IE,3.047,geocoded,True
2771,110.0,-9.131237,52.0026938,1.00047,PQ,,0,GARROW,GARROW,1.0,5.0,5.0,IE,9.9076,geocoded,True
2781,110.0,-9.0132121,53.290063,1.05807,PQ,,0,GALWAY,GALWAY,1.0,2.0,2.0,IE,6.2261,geocoded,True
2791,110.0,-6.3653809,53.450696,0.99841,PQ,,0,GALLANSTOWN,GALLANSTOWN,1.0,11.0,11.0,IE,1.3657,geocoded,True
2801,110.0,-7.9351078,54.6871253,1.03847,PQ,,0,GOLAGH,GOLAGH,1.0,1.0,1.0,IE,-0.2585,geocoded,True
2821,110.0,-7.5811846,54.1291946,1.02572,PQ,,0,GORTAWEE,GORTAWEE,1.0,1.0,1.0,IE,0.4228,geocoded,True
2841,110.0,-6.6442071,53.7009328,1.00771,PQ,,0,GORMAN,GORMAN,1.0,7.0,7.0,IE,2.0344,geocoded,True
2842,220.0,-6.6442071,53.7009328,1.01328,PQ,,0,GORMAN,GORMAN,1.0,7.0,7.0,IE,3.0383,geocoded,True
2852,220.0,-8.2496363,51.8150801,1.00077,PQ,,0,GLANAGOW,GLANAGOW,1.0,10.0,10.0,IE,13.1105,geocoded,True
