,snapshot,objective,stores,generators
40,2030-07-07 09:00:00,1.0,1.0,1.0
41,2030-07-07 10:00:00,1.0,1.0,1.0
42,2030-07-07 11:00:00,1.0,1.0,1.0
43,2030-07-07 12:00:00,1.0,1.0,1.0
44,2030-07-07 13:00:00,1.0,1.0,1.0
45,2030-07-07 14:00:00,1.0,1.0,1.0
46,2030-07-07 15:00:00,1.0,1.0,1.0
47,2030-07-07 16:00:00,1.0,1.0,1.0
48,2030-07-07 17:00:00,1.0,1.0,1.0
49,2030-07-07 18:00:00,1.0,1.0,1.0
50,2030-07-07 19:00:00,1.0,1.0,1.0
51,2030-07-07 20:00:00,1.0,1.0,1.0
52,2030-07-07 21:00:00,1.0,1.0,1.0
53,2030-07-07 22:00:00,1.0,1.0,1.0
54,2030-07-07 23:00:00,1.0,1.0,1.0
55,2030-07-08 00:00:00,1.0,1.0,1.0
56,2030-07-08 01:00:00,1.0,1.0,1.0
57,2030-07-08 02:00:00,1.0,1.0,1.0
58,2030-07-08 03:00:00,1.0,1.0,1.0
59,2030-07-08 04:00:00,1.0,1.0,1.0
60,2030-07-08 05:00:00,1.0,1.0,1.0
61,2030-07-08 06:00:00,1.0,1.0,1.0
62,2030-07-08 07:00:00,1.0,1.0,1.0
63,2030-07-08 08:00:00,1.0,1.0,1.0
64,2030-07-08 09:00:00,1.0,1.0,1.0
65,2030-07-08 10:00:00,1.0,1.0,1.0
66,2030-07-08 11:00:00,1.0,1.0,1.0
67,2030-07-08 12:00:00,1.0,1.0,1.0
68,2030-07-08 13:00:00,1.0,1.0,1.0
69,2030-07-08 14:00:00,1.0,1.0,1.0
70,2030-07-08 15:00:00,1.0,1.0,1.0
71,2030-07-08 16:00:00,1.0,1.0,1.0
72,2030-07-08 17:00:00,1.0,1.0,1.0
73,2030-07-08 18:00:00,1.0,1.0,1.0
74,2030-07-08 19:00:00,1.0,1.0,1.0
75,2030-07-08 20:00:00,1.0,1.0,1.0
76,2030-07-08 21:00:00,1.0,1.0,1.0
77,2030-07-08 22:00:00,1.0,1.0,1.0
78,2030-07-08 23:00:00,1.0,1.0,1.0
79,2030-07-09 00:00:00,1.0,1.0,1.0
80,2030-07-09 01:00:00,1.0,1.0,1.0
81,2030-07-09 02:00:00,1.0,1.0,1.0
82,2030-07-09 03:00:00,1.0,1.0,1.0
83,2030-07-09 04:00:00,1.0,1.0,1.0
84,2030-07-09 05:00:00,1.0,1.0,1.0
85,2030-07-09 06:00:00,1.0,1.0,1.0
86,2030-07-09 07:00:00,1.0,1.0,1.0
87,2030-07-09 08:00:00,1.0,1.0,1.0
88,2030-07-09 09:00:00,1.0,1.0,1.0
89,2030-07-09 10:00:00,1.0,1.0,1.0
90,2030-07-09 11:00:00,1.0,1.0,1.0
91,2030-07-09 12:00:00,1.0,1.0,1.0
92,2030-07-09 13:00:00,1.0,1.0,1.0
93,2030-07-09 14:00:00,1.0,1.0,1.0
94,2030-07-09 15:00:00,1.0,1.0,1.0
95,2030-07-09 16:00:00,1.0,1.0,1.0
96,2030-07-09 17:00:00,1.0,1.0,1.0
97,2030-07-09 18:00:00,1.0,1.0,1.0
98,2030-07-09 19:00:00,1.0,1.0,1.0
99,2030-07-09 20:00:00,1.0,1.0,1.0
100,2030-07-09 21:00:00,1.0,1.0,1.0
101,2030-07-09 22:00:00,1.0,1.0,1.0
102,2030-07-09 23:00:00,1.0,1.0,1.0
103,2030-07-10 00:00:00,1.0,1.0,1.0
104,2030-07-10 01:00:00,1.0,1.0,1.0
105,2030-07-10 02:00:00,1.0,1.0,1.0
106,2030-07-10 03:00:00,1.0,1.0,1.0
107,2030-07-10 04:00:00,1.0,1.0,1.0
108,2030-07-10 05:00:00,1.0,1.0,1.0
109,2030-07-10 06:00:00,1.0,1.0,1.0
110,2030-07-10 07:00:00,1.0,1.0,1.0
111,2030-07-10 08:00:00,1.0,1.0,1.0
112,2030-07-10 09:00:00,1.0,1.0,1.0
113,2030-07-10 10:00:00,1.0,1.0,1.0
114,2030-07-10 11:00:00,1.0,1.0,1.0
115,2030-07-10 12:00:00,1.0,1.0,1.0
116,2030-07-10 13:00:00,1.0,1.0,1.0
117,2030-07-10 14:00:00,1.0,1.0,1.0
118,2030-07-10 15:00:00,1.0,1.0,1.0
119,2030-07-10 16:00:00,1.0,1.0,1.0
120,2030-07-10 17:00:00,1.0,1.0,1.0
121,2030-07-10 18:00:00,1.0,1.0,1.0
122,2030-07-10 19:00:00,1.0,1.0,1.0
123,2030-07-10 20:00:00,1.0,1.0,1.0
124,2030-07-10 21:00:00,1.0,1.0,1.0
125,2030-07-10 22:00:00,1.0,1.0,1.0
126,2030-07-10 23:00:00,1.0,1.0,1.0
127,2030-07-11 00:00:00,1.0,1.0,1.0
128,2030-07-11 01:00:00,1.0,1.0,1.0
129,2030-07-11 02:00:00,1.0,1.0,1.0
130,2030-07-11 03:00:00,1.0,1.0,1.0
131,2030-07-11 04:00:00,1.0,1.0,1.0
132,2030-07-11 05:00:00,1.0,1.0,1.0
133,2030-07-11 06:00:00,1.0,1.0,1.0
134,2030-07-11 07:00:00,1.0,1.0,1.0
135,2030-07-11 08:00:00,1.0,1.0,1.0
136,2030-07-11 09:00:00,1.0,1.0,1.0
137,2030-07-11 10:00:00,1.0,1.0,1.0
138,2030-07-11 11:00:00,1.0,1.0,1.0
139,2030-07-11 12:00:00,1.0,1.0,1.0
140,2030-07-11 13:00:00,1.0,1.0,1.0
141,2030-07-11 14:00:00,1.0,1.0,1.0
142,2030-07-11 15:00:00,1.0,1.0,1.0
143,2030-07-11 16:00:00,1.0,1.0,1.0
144,2030-07-11 17:00:00,1.0,1.0,1.0
145,2030-07-11 18:00:00,1.0,1.0,1.0
146,2030-07-11 19:00:00,1.0,1.0,1.0
147,2030-07-11 20:00:00,1.0,1.0,1.0
148,2030-07-11 21:00:00,1.0,1.0,1.0
149,2030-07-11 22:00:00,1.0,1.0,1.0
150,2030-07-11 23:00:00,1.0,1.0,1.0
151,2030-07-12 00:00:00,1.0,1.0,1.0
152,2030-07-12 01:00:00,1.0,1.0,1.0
153,2030-07-12 02:00:00,1.0,1.0,1.0
154,2030-07-12 03:00:00,1.0,1.0,1.0
155,2030-07-12 04:00:00,1.0,1.0,1.0
156,2030-07-12 05:00:00,1.0,1.0,1.0
157,2030-07-12 06:00:00,1.0,1.0,1.0
158,2030-07-12 07:00:00,1.0,1.0,1.0
159,2030-07-12 08:00:00,1.0,1.0,1.0
160,2030-07-12 09:00:00,1.0,1.0,1.0
161,2030-07-12 10:00:00,1.0,1.0,1.0
162,2030-07-12 11:00:00,1.0,1.0,1.0
163,2030-07-12 12:00:00,1.0,1.0,1.0
164,2030-07-12 13:00:00,1.0,1.0,1.0
165,2030-07-12 14:00:00,1.0,1.0,1.0
166,2030-07-12 15:00:00,1.0,1.0,1.0
167,2030-07-12 16:00:00,1.0,1.0,1.0
